"Period","Group","Sender","datetime","Time","ClientTime","Key","action","action_owntype","action_partnertype","exit","repeataction_owntype","repeataction_partnertype"
6,1,"6","2016-04-08 12:10:57.808",1460142657807956224,1460142624937,"action","2",NA,NA,NA,NA,NA
6,1,"6","2016-04-08 12:10:57.808",1460142657808169984,1460142624938,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"6","2016-04-08 12:10:57.808",1460142657808412928,1460142624938,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"5","2016-04-08 12:10:58.903",1460142658903162624,1460142626024,"action","1",NA,NA,NA,NA,NA
6,1,"5","2016-04-08 12:10:58.903",1460142658903385600,1460142626024,"action_owntype",NA,"2",NA,NA,NA,NA
6,1,"5","2016-04-08 12:10:58.907",1460142658907074304,1460142626024,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"4","2016-04-08 12:11:00.125",1460142660125060608,1460142627257,"action","2",NA,NA,NA,NA,NA
6,1,"4","2016-04-08 12:11:00.125",1460142660125274368,1460142627257,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"4","2016-04-08 12:11:00.126",1460142660125514752,1460142627257,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"3","2016-04-08 12:11:01.335",1460142661334697216,1460142628465,"action","1",NA,NA,NA,NA,NA
6,1,"3","2016-04-08 12:11:01.335",1460142661334929664,1460142628466,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"3","2016-04-08 12:11:01.335",1460142661335158272,1460142628466,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"2","2016-04-08 12:11:03.956",1460142663955850496,1460142631084,"action","1",NA,NA,NA,NA,NA
6,1,"2","2016-04-08 12:11:03.956",1460142663956061440,1460142631084,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"2","2016-04-08 12:11:03.956",1460142663956282368,1460142631084,"action_partnertype",NA,NA,"2",NA,NA,NA
6,1,"1","2016-04-08 12:11:05.081",1460142665081220608,1460142632211,"action","1",NA,NA,NA,NA,NA
6,1,"1","2016-04-08 12:11:05.081",1460142665081472512,1460142632211,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"1","2016-04-08 12:11:05.082",1460142665081710848,1460142632211,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"10","2016-04-08 12:11:06.696",1460142666695646208,1460142633800,"exit",NA,NA,NA,"10",NA,NA
6,1,"10","2016-04-08 12:11:06.696",1460142666695852800,1460142633801,"action","1",NA,NA,NA,NA,NA
6,1,"10","2016-04-08 12:11:06.724",1460142666724415232,1460142633801,"repeataction_owntype",NA,NA,NA,NA,"1",NA
6,1,"10","2016-04-08 12:11:06.725",1460142666724596224,1460142633801,"repeataction_partnertype",NA,NA,NA,NA,NA,"2"
6,1,"9","2016-04-08 12:11:07.253",1460142667253092352,1460142634383,"exit",NA,NA,NA,"9",NA,NA
6,1,"9","2016-04-08 12:11:07.253",1460142667253301248,1460142634383,"action","1",NA,NA,NA,NA,NA
6,1,"9","2016-04-08 12:11:07.254",1460142667253563904,1460142634383,"repeataction_owntype",NA,NA,NA,NA,"1",NA
6,1,"9","2016-04-08 12:11:07.254",1460142667253779712,1460142634383,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
6,1,"5","2016-04-08 12:11:07.654",1460142667653922304,1460142634782,"exit",NA,NA,NA,"5",NA,NA
6,1,"5","2016-04-08 12:11:07.654",1460142667654151168,1460142634782,"action","1",NA,NA,NA,NA,NA
6,1,"5","2016-04-08 12:11:07.654",1460142667654393856,1460142634782,"repeataction_owntype",NA,NA,NA,NA,"2",NA
6,1,"5","2016-04-08 12:11:07.655",1460142667654595072,1460142634782,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
6,1,"3","2016-04-08 12:11:08.064",1460142668064755712,1460142635195,"exit",NA,NA,NA,"3",NA,NA
6,1,"3","2016-04-08 12:11:08.064",1460142668064958720,1460142635195,"action","1",NA,NA,NA,NA,NA
6,1,"3","2016-04-08 12:11:08.064",1460142668065215232,1460142635195,"repeataction_owntype",NA,NA,NA,NA,"1",NA
6,1,"3","2016-04-08 12:11:08.064",1460142668065438208,1460142635195,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
6,1,"2","2016-04-08 12:11:11.447",1460142671446631936,1460142638575,"action","1",NA,NA,NA,NA,NA
6,1,"2","2016-04-08 12:11:11.447",1460142671446856960,1460142638575,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"2","2016-04-08 12:11:11.447",1460142671447106560,1460142638575,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"1","2016-04-08 12:11:12.074",1460142672074292736,1460142639207,"action","1",NA,NA,NA,NA,NA
6,1,"1","2016-04-08 12:11:12.075",1460142672074500096,1460142639207,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"1","2016-04-08 12:11:12.078",1460142672078413568,1460142639207,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"11","2016-04-08 12:11:12.695",1460142672695277568,1460142639827,"action","1",NA,NA,NA,NA,NA
6,1,"11","2016-04-08 12:11:12.695",1460142672695497216,1460142639827,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"11","2016-04-08 12:11:12.696",1460142672695732992,1460142639827,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"4","2016-04-08 12:11:13.367",1460142673367176704,1460142640498,"action","1",NA,NA,NA,NA,NA
6,1,"4","2016-04-08 12:11:13.367",1460142673367385088,1460142640498,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"4","2016-04-08 12:11:13.368",1460142673367617024,1460142640498,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"7","2016-04-08 12:11:14.041",1460142674041469696,1460142641171,"action","1",NA,NA,NA,NA,NA
6,1,"7","2016-04-08 12:11:14.042",1460142674041671424,1460142641171,"action_owntype",NA,"2",NA,NA,NA,NA
6,1,"7","2016-04-08 12:11:14.042",1460142674041900544,1460142641171,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"8","2016-04-08 12:11:15.109",1460142675108750592,1460142642237,"action","1",NA,NA,NA,NA,NA
6,1,"8","2016-04-08 12:11:15.109",1460142675108960768,1460142642237,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"8","2016-04-08 12:11:15.109",1460142675109185536,1460142642237,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"6","2016-04-08 12:11:15.955",1460142675954751488,1460142643085,"action","1",NA,NA,NA,NA,NA
6,1,"6","2016-04-08 12:11:15.955",1460142675954963456,1460142643085,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"6","2016-04-08 12:11:15.955",1460142675955179776,1460142643085,"action_partnertype",NA,NA,"2",NA,NA,NA
6,1,"12","2016-04-08 12:11:16.595",1460142676595060992,1460142643724,"action","1",NA,NA,NA,NA,NA
6,1,"12","2016-04-08 12:11:16.595",1460142676595268608,1460142643724,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"12","2016-04-08 12:11:16.596",1460142676595511296,1460142643724,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"2","2016-04-08 12:11:16.848",1460142676847749120,1460142643976,"exit",NA,NA,NA,"2",NA,NA
6,1,"5","2016-04-08 12:11:16.869",1460142676868636416,1460142643988,"exit",NA,NA,NA,"5",NA,NA
6,1,"1","2016-04-08 12:11:16.876",1460142676875705600,1460142644001,"exit",NA,NA,NA,"1",NA,NA
6,1,"10","2016-04-08 12:11:16.877",1460142676876593664,1460142643999,"exit",NA,NA,NA,"10",NA,NA
6,1,"12","2016-04-08 12:11:16.888",1460142676888217856,1460142644017,"exit",NA,NA,NA,"12",NA,NA
6,1,"8","2016-04-08 12:11:16.889",1460142676889151744,1460142644009,"exit",NA,NA,NA,"8",NA,NA
6,1,"9","2016-04-08 12:11:16.889",1460142676889348096,1460142644015,"exit",NA,NA,NA,"9",NA,NA
6,1,"7","2016-04-08 12:11:16.890",1460142676889552640,1460142644010,"exit",NA,NA,NA,"7",NA,NA
6,1,"3","2016-04-08 12:11:16.890",1460142676889756672,1460142644016,"exit",NA,NA,NA,"3",NA,NA
6,1,"6","2016-04-08 12:11:16.956",1460142676955618560,1460142644077,"exit",NA,NA,NA,"6",NA,NA
6,1,"4","2016-04-08 12:11:16.956",1460142676956024576,1460142644067,"exit",NA,NA,NA,"4",NA,NA
