Period,Group,Sender,Time,ClientTime,Key,Value
1,1,2,1453279096779331107,1453279096777,cancel,"{""index"": 0, ""user_id"": ""2""}"
1,1,2,1453279096779735095,1453279096778,offer_map,"{""index"": 1, ""price"": 2.77, ""user_id"": ""2"", ""qty"": -5.57}"
0,1,2,1453279096780121861,1453279096778,test_user_id,2
0,1,2,1453279096780388516,1453279096778,test_index,1
0,1,2,1453279096780643478,1453279096778,test_price,2.77
0,1,2,1453279096785532703,1453279096778,test_qty,5.57
1,1,4,1453279096794887657,1453279096793,accept,"{""user_id"": ""3"", ""sender"": ""4"", ""key"": ""3-1"", ""qty"": 4.55}"
1,1,3,1453279096860508466,1453279096796,cancel,"{""index"": 1, ""user_id"": ""3""}"
1,1,4,1453279096860809298,1453279096858,trade,"{""user_id"": ""3"", ""sender"": ""4"", ""type"": ""bid"", ""price"": 0.84, ""qty"": 4.55, ""sender_x"": 6, ""sender_y"": 5, ""key"": ""3-1"", ""offerer_y"": 6, ""offerer_x"": 5, ""offerer"": ""3""}"
1,1,4,1453279096867161434,1453279096866,cancel,"{""index"": 1, ""user_id"": ""4""}"
1,1,4,1453279096867384040,1453279096867,vm.allocation,"{""y"": 8.822, ""x"": 1.4500000000000002}"
1,1,3,1453279096954719093,1453279096958,vm.allocation,"{""y"": 2.1780000000000004, ""x"": 9.55}"
1,1,1,1453279097466757567,1453279097416,_at_barrier,_timer_1_t_4_1
1,1,2,1453279097546159917,1453279097489,_at_barrier,_timer_1_t_4_1
1,1,4,1453279097546480467,1453279097487,_at_barrier,_timer_1_t_4_1
1,1,3,1453279097546764385,1453279097487,_at_barrier,_timer_1_t_4_1
1,1,1,1453279098579724203,1453279098581,_at_barrier,_timer_1_t_5_1
1,1,2,1453279098596799120,1453279098599,_at_barrier,_timer_1_t_5_1
1,1,4,1453279098597075445,1453279098598,_at_barrier,_timer_1_t_5_1
1,1,3,1453279098597320327,1453279098598,_at_barrier,_timer_1_t_5_1
1,1,3,1453279098822905212,1453279098804,offer_map,"{""index"": 2, ""price"": 2.18, ""user_id"": ""3"", ""qty"": -3.16}"
0,1,3,1453279098823127881,1453279098804,test_user_id,3
0,1,3,1453279098828151912,1453279098804,test_index,2
0,1,3,1453279098828255886,1453279098804,test_price,2.18
0,1,3,1453279098828378036,1453279098804,test_qty,3.16
1,1,1,1453279099631134309,1453279099621,_at_barrier,_timer_1_t_6_1
1,1,2,1453279099653067229,1453279099650,_at_barrier,_timer_1_t_6_1
1,1,3,1453279099653233932,1453279099651,_at_barrier,_timer_1_t_6_1
1,1,4,1453279099653364135,1453279099651,_at_barrier,_timer_1_t_6_1
1,1,2,1453279099780413935,1453279099778,cancel,"{""index"": 1, ""user_id"": ""2""}"
1,1,2,1453279099780615793,1453279099778,offer_map,"{""index"": 2, ""price"": 3.98, ""user_id"": ""2"", ""qty"": -2.93}"
0,1,2,1453279099780773340,1453279099778,test_user_id,2
0,1,2,1453279099780883704,1453279099779,test_index,2
0,1,2,1453279099780988519,1453279099779,test_price,3.98
0,1,2,1453279099781096999,1453279099779,test_qty,2.93
1,1,3,1453279099898097413,1453279099899,cancel,"{""index"": 2, ""user_id"": ""3""}"
1,1,3,1453279099898309685,1453279099899,offer_map,"{""index"": 3, ""price"": 2.34, ""user_id"": ""3"", ""qty"": -6.06}"
0,1,3,1453279099902809502,1453279099900,test_user_id,3
0,1,3,1453279099964813652,1453279099900,test_index,3
0,1,3,1453279099965003716,1453279099900,test_price,2.34
0,1,3,1453279099965140880,1453279099900,test_qty,6.06
1,1,1,1453279100677925530,1453279100677,_at_barrier,_timer_1_t_7_1
1,1,2,1453279100698741053,1453279100698,_at_barrier,_timer_1_t_7_1
1,1,3,1453279100703534605,1453279100703,_at_barrier,_timer_1_t_7_1
1,1,4,1453279100703630728,1453279100698,_at_barrier,_timer_1_t_7_1
1,1,1,1453279101024207363,1453279100996,cancel,"{""index"": 0, ""user_id"": ""1""}"
1,1,1,1453279101024404635,1453279100996,offer_map,"{""index"": 1, ""price"": 6.5, ""user_id"": ""1"", ""qty"": -1.67}"
0,1,1,1453279101024578181,1453279100996,test_user_id,1
0,1,1,1453279101024691942,1453279100996,test_index,1
0,1,1,1453279101024793639,1453279100996,test_price,6.5
0,1,1,1453279101024899655,1453279100996,test_qty,1.67
1,1,1,1453279101729465862,1453279101730,_at_barrier,_timer_1_t_8_1
1,1,2,1453279101753223325,1453279101752,_at_barrier,_timer_1_t_8_1
1,1,4,1453279101753382460,1453279101752,_at_barrier,_timer_1_t_8_1
1,1,3,1453279101753524124,1453279101752,_at_barrier,_timer_1_t_8_1
1,1,4,1453279101789533244,1453279101791,offer_map,"{""index"": 2, ""price"": 1.72, ""user_id"": ""4"", ""qty"": 2.81}"
0,1,4,1453279101789737494,1453279101791,test_user_id,4
0,1,4,1453279101789873337,1453279101791,test_index,2
0,1,4,1453279101789979816,1453279101791,test_price,1.72
0,1,4,1453279101790085015,1453279101791,test_qty,2.81
1,1,1,1453279102775656127,1453279102778,_at_barrier,_timer_1_t_9_1
1,1,2,1453279102796330564,1453279102778,_at_barrier,_timer_1_t_9_1
1,1,4,1453279102810782808,1453279102810,_at_barrier,_timer_1_t_9_1
1,1,3,1453279102815553667,1453279102818,_at_barrier,_timer_1_t_9_1
1,1,3,1453279102852320612,1453279102837,accept,"{""user_id"": ""4"", ""sender"": ""3"", ""key"": ""4-2"", ""qty"": 2.81}"
1,1,3,1453279102905339246,1453279102904,trade,"{""user_id"": ""4"", ""sender"": ""3"", ""type"": ""bid"", ""price"": 1.72, ""qty"": 2.81, ""sender_x"": 9.55, ""sender_y"": 2.1780000000000004, ""key"": ""4-2"", ""offerer_y"": 8.822, ""offerer_x"": 1.4500000000000002, ""offerer"": ""4""}"
1,1,3,1453279102905577529,1453279102905,vm.allocation,"{""y"": 7.0112000000000005, ""x"": 6.74}"
1,1,1,1453279103014708337,1453279102998,cancel,"{""index"": 1, ""user_id"": ""1""}"
1,1,1,1453279103014919936,1453279102998,offer_map,"{""index"": 2, ""price"": 341.48, ""user_id"": ""1"", ""qty"": -0.04}"
0,1,1,1453279103015073015,1453279102998,test_user_id,1
0,1,1,1453279103015181756,1453279102998,test_index,2
0,1,1,1453279103015286374,1453279102998,test_price,341.48
0,1,1,1453279103015393128,1453279102998,test_qty,0.04
1,1,4,1453279103015494520,1453279102951,vm.allocation,"{""y"": 3.9887999999999995, ""x"": 4.26}"
1,1,3,1453279103793627917,1453279103778,offer_map,"{""index"": 4, ""price"": 0.06, ""user_id"": ""3"", ""qty"": 13.4}"
0,1,3,1453279103794028765,1453279103778,test_user_id,3
0,1,3,1453279103794329907,1453279103778,test_index,4
0,1,3,1453279103794578908,1453279103778,test_price,0.06
