"","Period","Group","Sender","Time","ClientTime","Key","actions1","actions2","actions3","actions4","action","id","rank","payoff","targets1","targets2","targets3","targets4"
"3467",2,1,"2",1457541372748959744,1457541372694,"actions",9.17,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3468",2,1,"2",1457541372749149952,1457541372694,"targets",NA,NA,NA,NA,NA,NA,NA,NA,9.17,9.14,5.09,6.2
"3469",2,1,"2",1457541373013712384,1457541372960,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3470",2,1,"2",1457541373013712384,1457541372960,"state",NA,NA,NA,NA,9.17,0,2,815.111111111111,NA,NA,NA,NA
"3471",2,1,"2",1457541373013712384,1457541372960,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3472",2,1,"2",1457541373013712384,1457541372960,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3473",2,1,"2",1457541373013935872,1457541372960,"actions",9.17,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3474",2,1,"2",1457541373014110976,1457541372960,"targets",NA,NA,NA,NA,NA,NA,NA,NA,9.17,9.14,5.09,6.2
"3475",2,1,"2",1457541373279765760,1457541373225,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3476",2,1,"2",1457541373279765760,1457541373225,"state",NA,NA,NA,NA,9.17,0,2,815.111111111111,NA,NA,NA,NA
"3477",2,1,"2",1457541373279765760,1457541373225,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3478",2,1,"2",1457541373279765760,1457541373225,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3479",2,1,"2",1457541373280123136,1457541373225,"actions",9.17,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3480",2,1,"2",1457541373280406016,1457541373225,"targets",NA,NA,NA,NA,NA,NA,NA,NA,9.17,9.14,5.09,6.2
"3481",2,1,"2",1457541373545754880,1457541373491,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3482",2,1,"2",1457541373545754880,1457541373491,"state",NA,NA,NA,NA,9.17,0,2,815.111111111111,NA,NA,NA,NA
"3483",2,1,"2",1457541373545754880,1457541373491,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3484",2,1,"2",1457541373545754880,1457541373491,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3485",2,1,"2",1457541373546180096,1457541373491,"actions",9.17,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3486",2,1,"2",1457541373546523136,1457541373491,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3487",2,1,"2",1457541373818593792,1457541373764,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3488",2,1,"2",1457541373818593792,1457541373764,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3489",2,1,"2",1457541373818593792,1457541373764,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3490",2,1,"2",1457541373818593792,1457541373764,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3491",2,1,"2",1457541373818849280,1457541373764,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3492",2,1,"2",1457541373819044608,1457541373764,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3493",2,1,"2",1457541374090941184,1457541374037,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3494",2,1,"2",1457541374090941184,1457541374037,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3495",2,1,"2",1457541374090941184,1457541374037,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3496",2,1,"2",1457541374090941184,1457541374037,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3497",2,1,"2",1457541374091452160,1457541374037,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3498",2,1,"2",1457541374091808768,1457541374037,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3499",2,1,"2",1457541374355380480,1457541374301,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3500",2,1,"2",1457541374355380480,1457541374301,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3501",2,1,"2",1457541374355380480,1457541374301,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3502",2,1,"2",1457541374355380480,1457541374301,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3503",2,1,"2",1457541374355733504,1457541374301,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3504",2,1,"2",1457541374356030976,1457541374301,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3505",2,1,"2",1457541374621703680,1457541374567,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3506",2,1,"2",1457541374621703680,1457541374567,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3507",2,1,"2",1457541374621703680,1457541374567,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3508",2,1,"2",1457541374621703680,1457541374567,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3509",2,1,"2",1457541374622030848,1457541374567,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3510",2,1,"2",1457541374622345472,1457541374567,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3511",2,1,"2",1457541374887042816,1457541374833,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3512",2,1,"2",1457541374887042816,1457541374833,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3513",2,1,"2",1457541374887042816,1457541374833,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3514",2,1,"2",1457541374887042816,1457541374833,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3515",2,1,"2",1457541374887434752,1457541374833,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3516",2,1,"2",1457541374887731456,1457541374833,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3517",2,1,"2",1457541375152831232,1457541375098,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3518",2,1,"2",1457541375152831232,1457541375098,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3519",2,1,"2",1457541375152831232,1457541375098,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3520",2,1,"2",1457541375152831232,1457541375098,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3521",2,1,"2",1457541375153076224,1457541375098,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3522",2,1,"2",1457541375153269248,1457541375098,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3523",2,1,"2",1457541375417880320,1457541375363,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3524",2,1,"2",1457541375417880320,1457541375363,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3525",2,1,"2",1457541375417880320,1457541375363,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3526",2,1,"2",1457541375417880320,1457541375363,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3527",2,1,"2",1457541375418126080,1457541375363,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3528",2,1,"2",1457541375418322944,1457541375363,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3529",2,1,"2",1457541375683284736,1457541375629,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3530",2,1,"2",1457541375683284736,1457541375629,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3531",2,1,"2",1457541375683284736,1457541375629,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3532",2,1,"2",1457541375683284736,1457541375629,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3533",2,1,"2",1457541375683528448,1457541375629,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3534",2,1,"2",1457541375683716864,1457541375629,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3535",2,1,"2",1457541375953908992,1457541375899,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3536",2,1,"2",1457541375953908992,1457541375899,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3537",2,1,"2",1457541375953908992,1457541375899,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3538",2,1,"2",1457541375953908992,1457541375899,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3539",2,1,"2",1457541375954144000,1457541375899,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3540",2,1,"2",1457541375954344704,1457541375899,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3541",2,1,"2",1457541376222852096,1457541376168,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3542",2,1,"2",1457541376222852096,1457541376168,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3543",2,1,"2",1457541376222852096,1457541376168,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3544",2,1,"2",1457541376222852096,1457541376168,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3545",2,1,"2",1457541376223097856,1457541376168,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3546",2,1,"2",1457541376223272192,1457541376168,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3547",2,1,"2",1457541376489331712,1457541376435,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3548",2,1,"2",1457541376489331712,1457541376435,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3549",2,1,"2",1457541376489331712,1457541376435,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3550",2,1,"2",1457541376489331712,1457541376435,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3551",2,1,"2",1457541376489551616,1457541376435,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3552",2,1,"2",1457541376489720832,1457541376435,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3553",2,1,"2",1457541376756701184,1457541376702,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3554",2,1,"2",1457541376756701184,1457541376702,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3555",2,1,"2",1457541376756701184,1457541376702,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3556",2,1,"2",1457541376756701184,1457541376702,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3557",2,1,"2",1457541376756919552,1457541376702,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3558",2,1,"2",1457541376757094656,1457541376702,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3559",2,1,"2",1457541377022130944,1457541376968,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3560",2,1,"2",1457541377022130944,1457541376968,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3561",2,1,"2",1457541377022130944,1457541376968,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3562",2,1,"2",1457541377022130944,1457541376968,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3563",2,1,"2",1457541377022348032,1457541376968,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3564",2,1,"2",1457541377022522624,1457541376968,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3565",2,1,"2",1457541377286472448,1457541377232,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3566",2,1,"2",1457541377286472448,1457541377232,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3567",2,1,"2",1457541377286472448,1457541377232,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3568",2,1,"2",1457541377286472448,1457541377232,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3569",2,1,"2",1457541377286694912,1457541377232,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3570",2,1,"2",1457541377286871808,1457541377232,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3571",2,1,"2",1457541377552054784,1457541377497,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3572",2,1,"2",1457541377552054784,1457541377497,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3573",2,1,"2",1457541377552054784,1457541377497,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3574",2,1,"2",1457541377552054784,1457541377497,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3575",2,1,"2",1457541377552258816,1457541377498,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3576",2,1,"2",1457541377552436480,1457541377498,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3577",2,1,"2",1457541377821226240,1457541377767,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3578",2,1,"2",1457541377821226240,1457541377767,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3579",2,1,"2",1457541377821226240,1457541377767,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3580",2,1,"2",1457541377821226240,1457541377767,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3581",2,1,"2",1457541377821445632,1457541377767,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3582",2,1,"2",1457541377821622016,1457541377767,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3583",2,1,"2",1457541378086285056,1457541378032,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3584",2,1,"2",1457541378086285056,1457541378032,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3585",2,1,"2",1457541378086285056,1457541378032,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3586",2,1,"2",1457541378086285056,1457541378032,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3587",2,1,"2",1457541378086500352,1457541378032,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3588",2,1,"2",1457541378086673920,1457541378032,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3589",2,1,"2",1457541378358459904,1457541378304,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3590",2,1,"2",1457541378358459904,1457541378304,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3591",2,1,"2",1457541378358459904,1457541378304,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3592",2,1,"2",1457541378358459904,1457541378304,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3593",2,1,"2",1457541378358724864,1457541378304,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3594",2,1,"2",1457541378358897920,1457541378304,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3595",2,1,"2",1457541378625690112,1457541378571,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3596",2,1,"2",1457541378625690112,1457541378571,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3597",2,1,"2",1457541378625690112,1457541378571,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3598",2,1,"2",1457541378625690112,1457541378571,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3599",2,1,"2",1457541378625904384,1457541378571,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3600",2,1,"2",1457541378626074624,1457541378571,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3601",2,1,"2",1457541378891643904,1457541378837,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"3602",2,1,"2",1457541378891643904,1457541378837,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3603",2,1,"2",1457541378891643904,1457541378837,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3604",2,1,"2",1457541378891643904,1457541378837,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3605",2,1,"2",1457541378891864320,1457541378837,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3606",2,1,"2",1457541378892038656,1457541378837,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3607",2,1,"2",1457541379161917440,1457541379107,"state",NA,NA,NA,NA,9.14,1,1,609.333333333333,NA,NA,NA,NA
"3608",2,1,"2",1457541379161917440,1457541379107,"state",NA,NA,NA,NA,8.75,0,2,777.777777777778,NA,NA,NA,NA
"3609",2,1,"2",1457541379161917440,1457541379107,"state",NA,NA,NA,NA,6.2,3,3,688.888888888889,NA,NA,NA,NA
"3610",2,1,"2",1457541379161917440,1457541379107,"state",NA,NA,NA,NA,5.09,2,4,678.666666666667,NA,NA,NA,NA
"3611",2,1,"2",1457541379162117120,1457541379107,"actions",8.75,9.14,5.09,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"3612",2,1,"2",1457541379162248960,1457541379107,"targets",NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.14,5.09,6.2
"3613",3,1,"2",1457541394839731456,1457541394804,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3614",3,1,"2",1457541394839731456,1457541394804,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3615",3,1,"2",1457541394839731456,1457541394804,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3616",3,1,"2",1457541394839731456,1457541394804,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3617",3,1,"2",1457541394839944192,1457541394804,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3618",3,1,"2",1457541394840112384,1457541394804,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3619",3,1,"2",1457541395165538560,1457541395141,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3620",3,1,"2",1457541395165538560,1457541395141,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3621",3,1,"2",1457541395165538560,1457541395141,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3622",3,1,"2",1457541395165538560,1457541395141,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3623",3,1,"2",1457541395165736192,1457541395141,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3624",3,1,"2",1457541395165883648,1457541395142,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3625",3,1,"2",1457541395437743360,1457541395413,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3626",3,1,"2",1457541395437743360,1457541395413,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3627",3,1,"2",1457541395437743360,1457541395413,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3628",3,1,"2",1457541395437743360,1457541395413,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3629",3,1,"2",1457541395437924096,1457541395413,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3630",3,1,"2",1457541395438043648,1457541395413,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3631",3,1,"2",1457541395708540416,1457541395684,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3632",3,1,"2",1457541395708540416,1457541395684,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3633",3,1,"2",1457541395708540416,1457541395684,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3634",3,1,"2",1457541395708540416,1457541395684,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3635",3,1,"2",1457541395708745472,1457541395684,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3636",3,1,"2",1457541395708878336,1457541395684,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3637",3,1,"2",1457541395980190464,1457541395956,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3638",3,1,"2",1457541395980190464,1457541395956,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3639",3,1,"2",1457541395980190464,1457541395956,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3640",3,1,"2",1457541395980190464,1457541395956,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3641",3,1,"2",1457541395980365568,1457541395956,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3642",3,1,"2",1457541395980481024,1457541395956,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3643",3,1,"2",1457541396259957504,1457541396236,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3644",3,1,"2",1457541396259957504,1457541396236,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3645",3,1,"2",1457541396259957504,1457541396236,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3646",3,1,"2",1457541396259957504,1457541396236,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3647",3,1,"2",1457541396260145664,1457541396236,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3648",3,1,"2",1457541396260259328,1457541396236,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3649",3,1,"2",1457541396529647616,1457541396505,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3650",3,1,"2",1457541396529647616,1457541396505,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3651",3,1,"2",1457541396529647616,1457541396505,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3652",3,1,"2",1457541396529647616,1457541396505,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3653",3,1,"2",1457541396529826048,1457541396505,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3654",3,1,"2",1457541396529944320,1457541396505,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3655",3,1,"2",1457541396800540416,1457541396776,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3656",3,1,"2",1457541396800540416,1457541396776,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3657",3,1,"2",1457541396800540416,1457541396776,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3658",3,1,"2",1457541396800540416,1457541396776,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3659",3,1,"2",1457541396800720640,1457541396776,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3660",3,1,"2",1457541396800838400,1457541396776,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3661",3,1,"2",1457541397071559936,1457541397047,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3662",3,1,"2",1457541397071559936,1457541397047,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3663",3,1,"2",1457541397071559936,1457541397047,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3664",3,1,"2",1457541397071559936,1457541397047,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3665",3,1,"2",1457541397071737344,1457541397047,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3666",3,1,"2",1457541397071852288,1457541397047,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3667",3,1,"2",1457541397351588864,1457541397327,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3668",3,1,"2",1457541397351588864,1457541397327,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3669",3,1,"2",1457541397351588864,1457541397327,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3670",3,1,"2",1457541397351588864,1457541397327,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
"3671",3,1,"2",1457541397351768832,1457541397327,"actions",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3672",3,1,"2",1457541397351885568,1457541397327,"targets",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"3673",3,1,"2",1457541397622827264,1457541397598,"state",NA,NA,NA,NA,0,0,1.5,0,NA,NA,NA,NA
"3674",3,1,"2",1457541397622827264,1457541397598,"state",NA,NA,NA,NA,0,1,2.5,0,NA,NA,NA,NA
"3675",3,1,"2",1457541397622827264,1457541397598,"state",NA,NA,NA,NA,0,2,3.5,0,NA,NA,NA,NA
"3676",3,1,"2",1457541397622827264,1457541397598,"state",NA,NA,NA,NA,0,3,3.5,0,NA,NA,NA,NA
